permno,date,mvel1,beta,betasq,chmom,dolvol,idiovol,indmom,mom1m,mom6m,mom12m,mom36m,pricedelay,turn,absacc,acc,age,agr,bm,bm_ia,cashdebt,cashpr,cfp,cfp_ia,chatoia,chcsho,chempia,chinv,chpmia,convind,currat,depr,divi,divo,dy,egr,ep,gma,grcapx,grltnoa,herf,hire,invest,lev,lgr,mve_ia,operprof,orgcap,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,pctacc,ps,quick,rd,rd_mve,rd_sale,realestate,roic,salecash,saleinv,salerec,secured,securedind,sgr,sin,sp,tang,tb,aeavol,cash,chtx,cinvest,ear,nincr,roaq,roavol,roeq,rsup,stdacc,stdcf,ms,baspread,ill,maxret,retvol,std_dolvol,std_turn,zerotrade,sic2,returns
12490,2000-11,173429442.5,0.6953042526000001,0.48344800369999996,-0.252159627,17.880740369,0.045862033600000005,0.190119939,-0.12444444699999999,0.0111850773,0.1502314544,1.0193777302,-0.063873532,0.8497997488,0.027639044900000003,-0.027639045,38.0,-0.016202091000000002,0.1099015216,-0.542843094,0.2075704634,20.425536100000002,0.0525322342,0.0310112473,0.0999111729,0.9480318417,-0.339492489,-0.003824995,0.5351420656,0.0,1.0903784931,0.35014212619999996,0.0,0.0,0.0045668909,0.0561868029,0.0400681031,0.44236933799999995,-0.12277344300000001,0.08812465800000001,0.0485177558,0.056117663600000006,-0.06487804900000001,0.3480189079,0.0047549762,60271.403615999996,0.7245332459999999,0.0114607608,-1.516766171,-0.052045119,0.5360089563,0.0055335267,-0.041288072,0.13585810480000002,0.0407584504,0.0652863199,0.14512369449999998,-0.311073651,7.0,0.9673808681999999,0.0,0.023769653999999998,0.052257047599999995,0.2623939822,0.11662183570000001,15.014234265,17.984387839,3.1699616192,0.0,0.0,0.07201195099999999,0.0,0.4548602555,0.4303253443,0.6794775704000001,0.3174691361,0.043569668,0.00025687759999999996,-0.01312905,0.0040935124,0.0,0.0173609921,0.0051617929,0.0740578226,-0.004580374,0.0669379507,0.0737571186,6.0,0.051679625800000004,3.339553e-11,0.059243395899999995,0.0502215329,0.36747452700000005,3.0012916147000004,1.5672373e-08,73.0,-0.080069
12490,2000-12,164625917.5,0.6944349064,0.4822398392,-0.171473656,18.065736739000002,0.046959683499999995,-0.17916307399999998,-0.049441624,-0.081750793,-0.041051113,0.9042354796,-0.135590526,0.8737485607,0.027639044900000003,-0.027639045,38.0,-0.016202091000000002,0.1099015216,-0.541430595,0.2075704634,20.425536100000002,0.0525322342,0.0310112473,0.0999111729,0.9480318417,-0.339492489,-0.003824995,0.5351420656,0.0,1.0903784931,0.35014212619999996,0.0,0.0,0.0045668909,0.0561868029,0.0400681031,0.44236933799999995,-0.12277344300000001,0.08812465800000001,0.0485177558,0.056117663600000006,-0.06487804900000001,0.3480189079,0.0047549762,62573.947699000004,0.7245332459999999,0.0114607608,-1.516766171,-0.052045119,0.5360089563,0.0055335267,-0.041288072,0.13585810480000002,0.0407584504,0.0652863199,0.14512369449999998,-0.311073651,7.0,0.9673808681999999,0.0,0.023769653999999998,0.052257047599999995,0.2623939822,0.11662183570000001,15.014234265,17.984387839,3.1699616192,0.0,0.0,0.07201195099999999,0.0,0.4548602555,0.4303253443,0.6794775704000001,0.3174691361,0.043569668,0.00025687759999999996,-0.01312905,0.0040935124,0.0,0.0173609921,0.0051617929,0.0740578226,-0.004580374,0.0669379507,0.0737571186,6.0,0.036707113900000005,3.4575140000000004e-11,0.047715053,0.029910882599999997,0.3433045917,1.1368737874,2.8127828e-08,73.0,0.004053
12490,2001-01,149122300.0,0.6825273401,0.46584357,-0.240403648,17.773933158,0.04762914360000001,-0.471919856,-0.09090909400000001,-0.14457764,-0.129128424,1.0860246582,-0.172932051,0.9908311388,0.027639044900000003,-0.027639045,38.0,-0.016202091000000002,0.1099015216,-0.47082367299999994,0.2075704634,20.425536100000002,0.0525322342,0.0310112473,0.0999111729,0.9480318417,-0.339492489,-0.003824995,0.5351420656,0.0,1.0903784931,0.35014212619999996,0.0,0.0,0.0045668909,0.0561868029,0.0400681031,0.44236933799999995,-0.12277344300000001,0.08812465800000001,0.0485177558,0.056117663600000006,-0.06487804900000001,0.3480189079,0.0047549762,63277.961553999994,0.7245332459999999,0.0114607608,-1.516766171,-0.052045119,0.5360089563,0.0055335267,-0.041288072,0.13585810480000002,0.0407584504,0.0652863199,0.14512369449999998,-0.311073651,7.0,0.9673808681999999,0.0,0.023769653999999998,0.052257047599999995,0.2623939822,0.11662183570000001,15.014234265,17.984387839,3.1699616192,0.0,0.0,0.07201195099999999,0.0,0.4548602555,0.4303253443,0.6794775704000001,0.9245989129000001,0.039313312999999996,-0.009838386999999999,-0.009201036,0.1121885325,1.0,0.0234522256,0.0051431705,0.09944666460000001,-0.001316695,0.0661363843,0.0724289164,6.0,0.0477562921,3.872898e-11,0.0911877379,0.0387392103,0.24328708699999999,1.3693924986000001,2.2968032e-08,73.0,0.034637
12490,2001-02,196490560.0,0.6525063614,0.4257645517,-0.005578046,17.863872076,0.0485228989,-0.504701301,0.3176470697,-0.242227807,-0.23915553,1.2997643972,-0.136165487,0.9442977006000001,0.027639044900000003,-0.027639045,38.0,-0.016202091000000002,0.1099015216,-0.478222935,0.2075704634,20.425536100000002,0.0525322342,0.0310112473,0.0999111729,0.9480318417,-0.339492489,-0.003824995,0.5351420656,0.0,1.0903784931,0.35014212619999996,0.0,0.0,0.0045668909,0.0561868029,0.0400681031,0.44236933799999995,-0.12277344300000001,0.08812465800000001,0.0485177558,0.056117663600000006,-0.06487804900000001,0.3480189079,0.0047549762,63277.961553999994,0.7245332459999999,0.0114607608,-1.516766171,-0.052045119,0.5360089563,0.0055335267,-0.041288072,0.13585810480000002,0.0407584504,0.0652863199,0.14512369449999998,-0.311073651,7.0,0.9673808681999999,0.0,0.023769653999999998,0.052257047599999995,0.2623939822,0.11662183570000001,15.014234265,17.984387839,3.1699616192,0.0,0.0,0.07201195099999999,0.0,0.4548602555,0.4303253443,0.6794775704000001,0.9245989129000001,0.039313312999999996,-0.009838386999999999,-0.009201036,0.1121885325,1.0,0.0234522256,0.0051431705,0.09944666460000001,-0.001316695,0.0661363843,0.0724289164,6.0,0.0413073143,2.0883879999999997e-11,0.1202327088,0.0390748837,0.4072835529,2.6092464506,1.83739e-08,73.0,-0.092291
12490,2001-03,175262564.68,0.7005286437,0.4907403807,-0.52863696,18.087103094,0.049931965999999994,-0.5003697460000001,-0.10687498699999999,-0.150335432,0.0939377261,0.9890032122,0.0022294144,0.9901160682,0.027639044900000003,-0.027639045,38.0,-0.016202091000000002,0.1099015216,-0.479675379,0.2075704634,20.425536100000002,0.0525322342,0.0310112473,0.0999111729,0.9480318417,-0.339492489,-0.003824995,0.5351420656,0.0,1.0903784931,0.35014212619999996,0.0,0.0,0.0045668909,0.0561868029,0.0400681031,0.44236933799999995,-0.12277344300000001,0.08812465800000001,0.0485177558,0.056117663600000006,-0.06487804900000001,0.3480189079,0.0047549762,64098.807074000004,0.7245332459999999,0.0114607608,-1.516766171,-0.052045119,0.5360089563,0.0055335267,-0.041288072,0.13585810480000002,0.0407584504,0.0652863199,0.14512369449999998,-0.311073651,7.0,0.9673808681999999,0.0,0.023769653999999998,0.052257047599999995,0.2623939822,0.11662183570000001,15.014234265,17.984387839,3.1699616192,0.0,0.0,0.07201195099999999,0.0,0.4548602555,0.4303253443,0.6794775704000001,0.9245989129000001,0.039313312999999996,-0.009838386999999999,-0.009201036,0.1121885325,1.0,0.0234522256,0.0051431705,0.09944666460000001,-0.001316695,0.0661363843,0.0724289164,6.0,0.0393267447,2.5363779999999998e-11,0.025892870499999998,0.023856742599999998,0.2578881622,1.4498203632,2.5823859e-08,73.0,-0.064205
12490,2001-04,169354129.26,0.7165720101,0.5134754456,-0.09824811800000001,17.668571896,0.0501784604,-0.541174779,-0.037237249,-0.10960817099999999,-0.149244672,1.2965774153,-0.030054931,1.1546017236,0.027639044900000003,-0.027639045,38.0,-0.016202091000000002,0.1099015216,-0.48331818600000004,0.2075704634,20.425536100000002,0.0525322342,0.0310112473,0.0999111729,0.9480318417,-0.339492489,-0.003824995,0.5351420656,0.0,1.0903784931,0.35014212619999996,0.0,0.0,0.0045668909,0.0561868029,0.0400681031,0.44236933799999995,-0.12277344300000001,0.08812465800000001,0.0485177558,0.056117663600000006,-0.06487804900000001,0.3480189079,0.0047549762,64621.466711,0.7245332459999999,0.0114607608,-1.516766171,-0.052045119,0.5360089563,0.0055335267,-0.041288072,0.13585810480000002,0.0407584504,0.0652863199,0.14512369449999998,-0.311073651,7.0,0.9673808681999999,0.0,0.023769653999999998,0.052257047599999995,0.2623939822,0.11662183570000001,15.014234265,17.984387839,3.1699616192,0.0,0.0,0.07201195099999999,0.0,0.4548602555,0.4303253443,0.6794775704000001,1.6772663746,0.0361605227,-0.000304539,0.0001210378,-0.119636282,2.0,0.023665143599999997,0.005059112199999999,0.1023782205,0.003191099,0.0651536197,0.0718708393,6.0,0.0429511099,2.548941e-11,0.061561577,0.0365523651,0.2738032744,1.9317624794,1.3707465000000001e-08,73.0,0.076814
12490,2001-05,202738971.49,0.7432964495000001,0.5524896119,0.28673380190000003,17.788276336,0.05021046,-0.505469002,0.1971303672,-0.020923248000000002,-0.133175662,0.9453387570999999,-0.03686486,1.2226082995999998,0.027639044900000003,-0.027639045,38.0,-0.016202091000000002,0.1099015216,-0.492238671,0.2075704634,20.425536100000002,0.0525322342,0.0310112473,0.0999111729,0.9480318417,-0.339492489,-0.003824995,0.5351420656,0.0,1.0903784931,0.35014212619999996,0.0,0.0,0.0045668909,0.0561868029,0.0400681031,0.44236933799999995,-0.12277344300000001,0.08812465800000001,0.0485177558,0.056117663600000006,-0.06487804900000001,0.3480189079,0.0047549762,64727.61861699999,0.7245332459999999,0.0114607608,-1.516766171,-0.052045119,0.5360089563,0.0055335267,-0.041288072,0.13585810480000002,0.0407584504,0.0652863199,0.14512369449999998,-0.311073651,7.0,0.9673808681999999,0.0,0.023769653999999998,0.052257047599999995,0.2623939822,0.11662183570000001,15.014234265,17.984387839,3.1699616192,0.0,0.0,0.07201195099999999,0.0,0.4548602555,0.4303253443,0.6794775704000001,1.6772663746,0.0361605227,-0.000304539,0.0001210378,-0.119636282,2.0,0.023665143599999997,0.005059112199999999,0.1023782205,0.003191099,0.0651536197,0.0718708393,6.0,0.0379134502,2.0472620000000002e-11,0.0748356953,0.032499866,0.3334287489,2.6107413479,1.7023031000000003e-08,73.0,0.00509
12490,2001-06,194243337.7,0.7533281909999999,0.5675033633,0.3259277534,17.83716411,0.0514645318,-0.37262730299999997,-0.027792221000000002,0.2330463243,0.0762638368,0.8462415865999999,-0.021650242000000004,1.2282893351000002,0.027639044900000003,-0.027639045,38.0,-0.016202091000000002,0.1099015216,-0.497674286,0.2075704634,20.425536100000002,0.0525322342,0.0310112473,0.0999111729,0.9480318417,-0.339492489,-0.003824995,0.5351420656,0.0,1.0903784931,0.35014212619999996,0.0,0.0,0.0045668909,0.0561868029,0.0400681031,0.44236933799999995,-0.12277344300000001,0.08812465800000001,0.0485177558,0.056117663600000006,-0.06487804900000001,0.3480189079,0.0047549762,66627.798054,0.7245332459999999,0.0114607608,-1.516766171,-0.052045119,0.5360089563,0.0055335267,-0.041288072,0.13585810480000002,0.0407584504,0.0652863199,0.14512369449999998,-0.311073651,7.0,0.9673808681999999,0.0,0.023769653999999998,0.052257047599999995,0.2623939822,0.11662183570000001,15.014234265,17.984387839,3.1699616192,0.0,0.0,0.07201195099999999,0.0,0.4548602555,0.4303253443,0.6794775704000001,1.6772663746,0.0361605227,-0.000304539,0.0001210378,-0.119636282,2.0,0.023665143599999997,0.005059112199999999,0.1023782205,0.003191099,0.0651536197,0.0718708393,6.0,0.0238269264,1.758828e-11,0.0292687397,0.0174338648,0.1750186593,0.7133408899,2.1955723e-08,73.0,-0.025004
12490,2001-07,196328234.0,0.7351508793000001,0.5404468154,0.5551519501,17.685504765999998,0.051687507599999995,-0.41973657299999995,0.010733424699999999,0.3186549552,0.025460846000000002,0.9279509418999999,-0.022446318,1.0141410990000002,0.0134323605,-0.013432361,39.0,-0.009760558,0.1458735548,-2.881809458,0.1871589872,21.001746373,0.0626001964,0.2704701816,0.0918583934,-0.023156389,-0.43835314700000005,-0.001171493,8.5685240858,0.0,1.2052958304,0.2700131626,0.0,0.0,0.0062708198,0.0055763916,0.0546283577,0.4221612664,-0.138650307,0.059655148899999996,0.0425623522,0.0289589169,-0.01444654,0.4571488358,0.011062343200000001,64385.04842000001,0.7088217717,0.0109896274,-1.1643742959999999,0.1053921533,-0.22884696699999998,-0.039905607,0.1106388877,0.030844701699999998,-0.10284918800000001,0.0587846782,0.0315114393,-0.14592858,5.0,1.0744108114,0.0,0.0293290763,0.0491538079,0.2575477831,0.13043375210000002,23.749596991,18.551101784,2.8769120613999997,0.0,0.0,0.009686115,0.0,0.5966796381,0.42150488399999997,0.050099828,0.5357310754,0.0421283772,0.0025258586,0.035572027,0.1513597565,3.0,0.0318327054,0.005607767099999999,0.1365938507,0.0096796077,0.0538188188,0.0622586507,6.0,0.0214176694,1.142556e-11,0.029303079500000002,0.0112593021,0.3204712994,1.2401873193000001,2.5323545e-08,73.0,-0.010772
12490,2001-08,182793746.19,0.7473492795000001,0.5585309454999999,-0.056701062,17.663338378,0.0510329785,-0.35767543,-0.06893806200000001,0.0115065479,0.0099653247,0.7144251273000001,0.01526686,0.8892959281999999,0.0134323605,-0.013432361,39.0,-0.009760558,0.1458735548,-2.907250697,0.1871589872,21.001746373,0.0626001964,0.2704701816,0.0918583934,-0.023156389,-0.43835314700000005,-0.001171493,8.5685240858,0.0,1.2052958304,0.2700131626,0.0,0.0,0.0062708198,0.0055763916,0.0546283577,0.4221612664,-0.138650307,0.059655148899999996,0.0425623522,0.0289589169,-0.01444654,0.4571488358,0.011062343200000001,64026.352859000006,0.7088217717,0.0109896274,-1.1643742959999999,0.1053921533,-0.22884696699999998,-0.039905607,0.1106388877,0.030844701699999998,-0.10284918800000001,0.0587846782,0.0315114393,-0.14592858,5.0,1.0744108114,0.0,0.0293290763,0.0491538079,0.2575477831,0.13043375210000002,23.749596991,18.551101784,2.8769120613999997,0.0,0.0,0.009686115,0.0,0.5966796381,0.42150488399999997,0.050099828,0.5357310754,0.0421283772,0.0025258586,0.035572027,0.1513597565,3.0,0.0318327054,0.005607767099999999,0.1365938507,0.0096796077,0.0538188188,0.0622586507,6.0,0.0253551669,1.835046e-11,0.0327395424,0.0195536948,0.367828689,1.5960006012,2.2483122000000003e-08,73.0,-0.064108
12490,2001-09,173579161.7,0.7954709848999999,0.6327740878,0.2442997924,17.603100331,0.050873071299999996,-0.41797028799999997,-0.048664596,0.0544719205,-0.19980694100000002,1.3656056057,-0.036683262,0.8586228737999999,0.0134323605,-0.013432361,39.0,-0.009760558,0.1458735548,-2.954863067,0.1871589872,21.001746373,0.0626001964,0.2704701816,0.0918583934,-0.023156389,-0.43835314700000005,-0.001171493,8.5685240858,0.0,1.2052958304,0.2700131626,0.0,0.0,0.0062708198,0.0055763916,0.0546283577,0.4221612664,-0.138650307,0.059655148899999996,0.0425623522,0.0289589169,-0.01444654,0.4571488358,0.011062343200000001,64598.051909,0.7088217717,0.0109896274,-1.1643742959999999,0.1053921533,-0.22884696699999998,-0.039905607,0.1106388877,0.030844701699999998,-0.10284918800000001,0.0587846782,0.0315114393,-0.14592858,5.0,1.0744108114,0.0,0.0293290763,0.0491538079,0.2575477831,0.13043375210000002,23.749596991,18.551101784,2.8769120613999997,0.0,0.0,0.009686115,0.0,0.5966796381,0.42150488399999997,0.050099828,0.5357310754,0.0421283772,0.0025258586,0.035572027,0.1513597565,3.0,0.0318327054,0.005607767099999999,0.1365938507,0.0096796077,0.0538188188,0.0622586507,6.0,0.0223206089,1.839714e-11,0.0387378447,0.0161149179,0.2787870396,1.3016472882999999,2.3043862999999997e-08,73.0,-0.081723
12490,2001-10,159286457.32,0.8055439728,0.6489010922,0.09892412619999999,17.456802018,0.050187094800000005,-0.41641764,-0.082341127,0.0419560477,-0.106797676,0.7670653535999999,0.014789935700000001,0.9476324285,0.0134323605,-0.013432361,39.0,-0.009760558,0.1458735548,-2.7500774910000003,0.1871589872,21.001746373,0.0626001964,0.2704701816,0.0918583934,-0.023156389,-0.43835314700000005,-0.001171493,8.5685240858,0.0,1.2052958304,0.2700131626,0.0,0.0,0.0062708198,0.0055763916,0.0546283577,0.4221612664,-0.138650307,0.059655148899999996,0.0425623522,0.0289589169,-0.01444654,0.4571488358,0.011062343200000001,64026.352859000006,0.7088217717,0.0109896274,-1.1643742959999999,0.1053921533,-0.22884696699999998,-0.039905607,0.1106388877,0.030844701699999998,-0.10284918800000001,0.0587846782,0.0315114393,-0.14592858,5.0,1.0744108114,0.0,0.0293290763,0.0491538079,0.2575477831,0.13043375210000002,23.749596991,18.551101784,2.8769120613999997,0.0,0.0,0.009686115,0.0,0.5966796381,0.42150488399999997,0.050099828,0.5862778334000001,0.045606793300000004,0.0009545213,-0.005186446,0.1735312678,0.0,0.0201134138,0.0053206283,0.0861617533,0.005750883199999999,0.0565619287,0.06317299700000001,6.0,0.0344888594,1.754052e-11,0.047513846299999996,0.0245991994,0.1728389626,1.4418270237000002,2.6756592e-08,73.0,0.018099
12490,2001-11,187680845.67,0.7995980951999999,0.6393571138,-0.23099432600000003,17.356899885,0.0501076735,-0.453357502,0.1782599092,-0.20128981899999998,-0.063845765,0.3387916486,0.017567233300000002,1.0781632709,0.0134323605,-0.013432361,39.0,-0.009760558,0.1458735548,-2.763371735,0.1871589872,21.001746373,0.0626001964,0.2704701816,0.0918583934,-0.023156389,-0.43835314700000005,-0.001171493,8.5685240858,0.0,1.2052958304,0.2700131626,0.0,0.0,0.0062708198,0.0055763916,0.0546283577,0.4221612664,-0.138650307,0.059655148899999996,0.0425623522,0.0289589169,-0.01444654,0.4571488358,0.011062343200000001,64385.04842000001,0.7088217717,0.0109896274,-1.1643742959999999,0.1053921533,-0.22884696699999998,-0.039905607,0.1106388877,0.030844701699999998,-0.10284918800000001,0.0587846782,0.0315114393,-0.14592858,5.0,1.0744108114,0.0,0.0293290763,0.0491538079,0.2575477831,0.13043375210000002,23.749596991,18.551101784,2.8769120613999997,0.0,0.0,0.009686115,0.0,0.5966796381,0.42150488399999997,0.050099828,0.5862778334000001,0.045606793300000004,0.0009545213,-0.005186446,0.1735312678,0.0,0.0201134138,0.0053206283,0.0861617533,0.005750883199999999,0.0565619287,0.06317299700000001,6.0,0.027623170099999997,1.312457e-11,0.0339127705,0.0137278288,0.238843202,1.5034588767,1.4716902e-08,73.0,0.075176
12490,2001-12,199120182.47,0.8305943848999999,0.6898870320999999,-0.162175288,17.744069741,0.049705001900000004,-0.223732398,0.0708799511,-0.0320092,0.16040532789999998,0.14294984789999998,0.0436862354,1.0621539473000001,0.0134323605,-0.013432361,39.0,-0.009760558,0.1458735548,-2.775054655,0.1871589872,21.001746373,0.0626001964,0.2704701816,0.0918583934,-0.023156389,-0.43835314700000005,-0.001171493,8.5685240858,0.0,1.2052958304,0.2700131626,0.0,0.0,0.0062708198,0.0055763916,0.0546283577,0.4221612664,-0.138650307,0.059655148899999996,0.0425623522,0.0289589169,-0.01444654,0.4571488358,0.011062343200000001,64598.051909,0.7088217717,0.0109896274,-1.1643742959999999,0.1053921533,-0.22884696699999998,-0.039905607,0.1106388877,0.030844701699999998,-0.10284918800000001,0.0587846782,0.0315114393,-0.14592858,5.0,1.0744108114,0.0,0.0293290763,0.0491538079,0.2575477831,0.13043375210000002,23.749596991,18.551101784,2.8769120613999997,0.0,0.0,0.009686115,0.0,0.5966796381,0.42150488399999997,0.050099828,0.5862778334000001,0.045606793300000004,0.0009545213,-0.005186446,0.1735312678,0.0,0.0201134138,0.0053206283,0.0861617533,0.005750883199999999,0.0565619287,0.06317299700000001,6.0,0.0208416999,1.511919e-11,0.0383741111,0.0136632833,0.36622966020000003,1.0778643745999998,2.6763622000000003e-08,73.0,0.007574
